Substation Latitude,Substation Longitude,Number,Sub Name,Name,Area Name,Nom kV,PU Volt,Volt (kV),Angle (Deg),Load MW,Load Mvar,Gen MW,Gen Mvar,Switched Shunts Mvar,Act G Shunt MW,Act B Shunt Mvar,Area Num,Zone Num
29.8982,-99.1269,120118,CENTER POINT 1,CENTER POINT 1 1,West,138,1.03333,142.6,3.37,2.26,0.45,,,,0,0,3,1
30.277,-99.5651,120119,MOUNTAIN HOME 3,MOUNTAIN HOME 3 1,West,138,1.04281,143.908,8.66,0.08,0.01,,,,0,0,3,1
30.0349,-99.1963,120120,KERRVILLE 3,KERRVILLE 3 1,West,138,1.03448,142.758,4.03,5.3,0.75,,,,0,0,3,1
29.6306,-99.4037,120121,UTOPIA 1,UTOPIA 1 1,South Central,138,1.04991,144.887,7.35,0.38,0.11,,,,0,0,6,1
29.492,-99.2979,120122,HONDO 7,HONDO 7 1,South Central,138,1.04453,144.145,7,0.14,0.02,,,,0,0,6,1
29.8709,-99.4239,120123,MEDINA 2,MEDINA 2 1,South Central,138,1.04753,144.56,6.53,0.41,0.12,,,,0,0,6,1
30.3545,-99.2017,120124,HARPER 4,HARPER 4 1,West,138,1.03757,143.184,4.25,1.1,0.15,,,,0,0,3,1
29.7508,-99.352,120125,TARPLEY 2,TARPLEY 2 1,South Central,138,1.04903,144.766,7.03,1.73,0.3,,,,0,0,6,1
29.4186,-99.4001,120126,SABINAL 2,SABINAL 2 1,South Central,138,1.04308,143.945,9.71,0.42,0.08,,,,0,0,6,1
29.9207,-98.8477,120127,COMFORT 5,COMFORT 5 1,South Central,138,1.02992,142.129,1.96,4.7,1.65,,,,0,0,6,1
30.1895,-99.3718,120128,INGRAM 5,INGRAM 5 1,West,138,1.04041,143.577,6.11,1.73,0.6,,,,0,0,3,1
29.5579,-99.1991,120129,HONDO 8,HONDO 8 1,South Central,138,1.04446,144.135,6.56,0.49,0.14,,,,0,0,6,1
29.3324,-98.1356,120130,LA VERNIA 1,LA VERNIA 1 1,South Central,138,1.03582,142.944,5.03,25.6,2.11,,,,0,0,6,1
29.2339,-98.2442,120131,ADKINS 1,ADKINS 1 1,South Central,138,1.03335,142.602,6.23,21.4,2.56,,,,0,0,6,1
29.2931,-98.2106,120132,ADKINS 2,ADKINS 2 1,South Central,138,1.034,142.691,5.35,4.33,0.83,,,17,0,0,6,1
29.2238,-98.1188,120133,SUTHERLAND SPRINGS 1,SUTHERLAND SPRINGS 1 1,South Central,138,1.0297,142.098,5.65,8.8,1.73,,,,0,0,6,1
29.2768,-97.9772,120134,STOCKDALE 1,STOCKDALE 1 1,South Central,138,1.03969,143.478,5.07,9.6,3.09,,,,0,0,6,1
29.1189,-98.3319,120135,ELMENDORF 1,ELMENDORF 1 1,South Central,138,1.03163,142.364,6.42,4.42,0.38,,,,0,0,6,1
29.077,-98.2283,120136,FLORESVILLE 1,FLORESVILLE 1 1,South Central,138,1.03141,142.334,6.34,2.11,0.22,,,,0,0,6,1
29.0775,-98.0518,120137,POTH 1,POTH 1 1,South Central,138,1.03243,142.475,7.1,9.3,2.94,,,,0,0,6,1
28.958,-98.0069,120138,HOBSON 1,HOBSON 1 1,South Central,138,1.03852,143.316,9.65,3.46,0.45,,,,0,0,6,1
28.9907,-98.0861,120139,POTH 2,POTH 2 1,South Central,138,1.03536,142.879,8.45,0.8,0.15,,,,0,0,6,1
29.146,-97.9394,120140,STOCKDALE 2,STOCKDALE 2 1,South Central,138,1.03923,143.414,6.2,3.16,0.83,,,,0,0,6,1
28.9995,-97.946,120141,HOBSON 2,HOBSON 2 1,South Central,138,1.0397,143.479,9.43,3.24,0.22,,,,0,0,6,1
28.8579,-98.033,120142,KARNES CITY 1,KARNES CITY 1 1,South Central,138,1.04121,143.687,11.68,1.49,0.22,,,,0,0,6,1
28.9043,-98.1785,120143,FALLS CITY 2,FALLS CITY 2 1,South Central,138,1.03925,143.417,9.55,1.19,0.38,,,,0,0,6,1
28.9818,-98.2596,120144,FALLS CITY 3,FALLS CITY 3 1,South Central,138,1.03506,142.838,8.26,1.13,0.3,,,,0,0,6,1
29.1321,-98.19,120145,FLORESVILLE 2,FLORESVILLE 2 1,South Central,138,1.03117,142.301,6.3,2.71,0.9,,,,0,0,6,1
29.414,-98.1436,120146,SAINT HEDWIG 1,SAINT HEDWIG 1 1,South Central,138,1.02567,141.542,3.45,1.37,0.3,,,,0,0,6,1
29.7949,-98.7087,120147,BOERNE 4,BOERNE 4 1,South Central,138,1.02628,141.626,2.74,7.6,2.26,,,,0,0,6,1
29.7988,-98.7376,120148,BOERNE 5,BOERNE 5 1,South Central,345,1.03387,356.686,6.02,,,,,,0,0,6,1
29.7988,-98.7376,120149,BOERNE 5,BOERNE 5 2,South Central,138,1.03109,142.29,3.75,20.2,6,,,,0,0,6,1
29.7649,-98.7066,120150,BOERNE 6,BOERNE 6 1,South Central,138,1.0233,141.216,2.59,74.4,43.19,,,,0,0,6,1
30.0573,-99.1454,120151,KERRVILLE 4,KERRVILLE 4 1,West,345,1.03709,357.796,7.75,,,,,,0,0,3,1
30.0573,-99.1454,120152,KERRVILLE 4,KERRVILLE 4 2,West,138,1.03467,142.784,3.89,40.5,10.5,,,,0,0,3,1
30.0242,-99.1361,120153,KERRVILLE 5,KERRVILLE 5 1,West,138,1.03243,142.476,3.19,14,5,,,,0,0,3,1
29.8247,-98.754,120154,BOERNE 7,BOERNE 7 1,South Central,138,1.02945,142.064,3.16,14.8,3.54,,,,0,0,6,1
30.3001,-99.2513,120155,HARPER 5,HARPER 5 1,West,138,1.0386,143.327,5.31,1.5,0.53,,,,0,0,3,1
30.0952,-99.1574,120156,KERRVILLE 6,KERRVILLE 6 1,West,138,1.0349,142.817,3.25,7.8,1.88,,,,0,0,3,1
30.2853,-98.8766,120157,FREDERICKSBURG 8,FREDERICKSBURG 8 1,West,138,1.03467,142.784,1.28,16.5,4.6,,,,0,0,3,1
30.2737,-98.8727,120158,FREDERICKSBURG 9,FREDERICKSBURG 9 1,West,138,1.034,142.692,1.26,17.8,5.7,,,,0,0,3,1
30.2493,-98.8326,120159,FREDERICKSBURG 10,FREDERICKSBURG 10 1,West,138,1.03351,142.625,1.31,5,1.43,,,,0,0,3,1
30.0726,-99.29,120160,INGRAM 6,INGRAM 6 1,West,138,1.03562,142.915,4.67,8,2.34,,,,0,0,3,1
30.0791,-99.2095,120161,KERRVILLE 7,KERRVILLE 7 1,West,138,1.03457,142.771,4.07,15.7,4.25,,,,0,0,3,1
30.0352,-99.1491,120162,KERRVILLE 8,KERRVILLE 8 1,West,138,1.03293,142.544,3.43,9.6,3.16,,,,0,0,3,1
29.9742,-99.1197,120163,KERRVILLE 9,KERRVILLE 9 1,West,138,1.0331,142.568,3.36,4.07,1.2,,,,0,0,3,1
29.9509,-98.9741,120164,COMFORT 6,COMFORT 6 1,South Central,138,1.03103,142.283,2.38,3.76,1.05,,,,0,0,6,1
29.9748,-98.9056,120165,COMFORT 7,COMFORT 7 1,South Central,138,1.03069,142.235,2.03,6.7,1.8,,,0,0,0,6,1
29.8716,-98.622,120166,BERGHEIM 2,BERGHEIM 2 1,South Central,138,1.02576,141.555,1.41,2.79,0.38,,,,0,0,6,1
29.8047,-98.6213,120167,BOERNE 8,BOERNE 8 1,South Central,138,1.02595,141.582,1.63,3.24,0.83,,,,0,0,6,1
29.732,-99.0534,120168,BANDERA 4,BANDERA 4 1,South Central,138,1.03331,142.597,3.26,10.8,2.94,,,,0,0,6,1
29.709,-99.0545,120169,BANDERA 5,BANDERA 5 1,South Central,138,1.0331,142.568,3.16,1.73,0.3,,,,0,0,6,1
29.7201,-98.9442,120170,PIPE CREEK 4,PIPE CREEK 4 1,South Central,138,1.03221,142.445,2.79,1.73,0.6,,,,0,0,6,1
29.6217,-98.9464,120171,PIPE CREEK 5,PIPE CREEK 5 1,South Central,138,1.03329,142.594,3.35,6.6,1.5,,,0,0,0,6,1
29.5725,-98.9468,120172,MICO 2,MICO 2 1,South Central,138,1.03185,142.395,2.89,7,1.8,,,,0,0,6,1
29.7996,-99.2478,120173,MEDINA 3,MEDINA 3 1,South Central,138,1.04367,144.026,5.77,1.65,0.15,,,,0,0,6,1
29.22,-98.8188,120174,NATALIA 2,NATALIA 2 1,South Central,138,1.0278,141.836,6.32,8.9,0.83,,,,0,0,6,1
28.8968,-99.0937,120175,PEARSALL 5,PEARSALL 5 1,South,138,1.04183,143.773,11.9,19.3,5.4,,,,0,0,4,1
28.6704,-99.1702,120176,DILLEY 5,DILLEY 5 1,South,138,1.04518,144.235,12.59,7.3,1.58,,,,0,0,4,1
29.1459,-98.9037,120177,DEVINE 4,DEVINE 4 1,South Central,138,1.03167,142.37,7.86,14.1,4.25,,,,0,0,6,1
29.3258,-99.2847,120178,D HANIS 3,D HANIS 3 1,South Central,138,1.04355,144.01,9.18,2.11,0.45,,,,0,0,6,1
29.3462,-99.1568,120179,HONDO 9,HONDO 9 1,South Central,138,1.04331,143.977,9,15.7,1.5,,,,0,0,6,1
29.3959,-98.8568,120180,CASTROVILLE 2,CASTROVILLE 2 1,South Central,138,1.02537,141.501,5.68,2.26,0.53,,,,0,0,6,1
29.1963,-98.858,120181,NATALIA 3,NATALIA 3 1,South Central,138,1.02943,142.061,6.83,4.25,1.28,,,,0,0,6,1
29.0592,-99.0074,120182,MOORE 3,MOORE 3 1,South,138,1.0401,143.533,10.27,1.36,0.22,,,,0,0,4,1
29.0957,-98.5871,120183,POTEET 4,POTEET 4 1,South,138,1.03948,143.448,9.35,2.56,0.6,,,,0,0,4,1
29.0342,-98.5849,120184,POTEET 5,POTEET 5 1,South,138,1.0409,143.644,9.28,6.8,0.98,,,,0,0,4,1
29.0224,-98.5213,120185,LEMING 4,LEMING 4 1,South Central,138,1.04157,143.736,10.49,1.38,0.45,,,,0,0,6,1
28.9293,-98.5293,120186,PLEASANTON 4,PLEASANTON 4 1,South,138,1.04493,144.2,10.84,8.5,2.86,,,22.18,0,0,4,1
28.9644,-98.4827,120187,PLEASANTON 5,PLEASANTON 5 1,South,138,1.04315,143.955,10.7,15.7,3.76,,,,0,0,4,1
28.8594,-98.7066,120188,CHARLOTTE 4,CHARLOTTE 4 1,South,138,1.04438,144.125,12.95,3.09,0.9,,,,0,0,4,1
29.3352,-98.877,120189,CASTROVILLE 3,CASTROVILLE 3 1,South Central,138,1.02562,141.535,5.81,14.2,3.8,,,,0,0,6,1
28.9513,-97.7606,120190,RUNGE 1,RUNGE 1 1,South Central,138,1.04025,143.555,9.7,0.94,0.15,,,,0,0,6,1
28.7856,-97.9005,120191,KENEDY 1,KENEDY 1 1,South Central,138,1.04498,144.208,13.4,5.3,1.58,,,11.67,0,0,6,1
28.8423,-97.7616,120192,RUNGE 2,RUNGE 2 1,South Central,138,1.04368,144.028,13.54,1.8,0.15,,,,0,0,6,1
28.7391,-97.7482,120193,RUNGE 3,RUNGE 3 1,South Central,138,1.04236,143.846,16.42,1.27,0.3,,,,0,0,6,1
28.5996,-98.016,120194,PAWNEE 2,PAWNEE 2 1,South,138,1.0448,144.182,15.08,1.43,0.3,,,,0,0,4,1
28.6773,-97.9244,120195,KENEDY 2,KENEDY 2 1,South Central,138,1.04548,144.276,13.84,0.78,0.15,,,,0,0,6,1
28.8673,-97.6481,120196,NORDHEIM 1,NORDHEIM 1 1,South Central,138,1.04337,143.985,14.36,2.56,0.53,,,,0,0,6,1
29.1367,-98.1573,120197,FLORESVILLE 3,FLORESVILLE 3 1,South Central,138,1.03049,142.208,6.07,16.2,2.49,,,,0,0,6,1
28.8484,-97.8739,120198,HOBSON 3,HOBSON 3 1,South Central,345,1.04239,359.624,15.05,,,,,,0,0,6,1
28.8484,-97.8739,120199,HOBSON 3,HOBSON 3 2,South Central,138,1.04391,144.059,12.73,17.3,5.2,,,,0,0,6,1
29.6583,-98.5997,120200,HELOTES 1,HELOTES 1 1,South Central,69,1.01598,70.103,-1.77,6.3,1.65,,,,0,0,6,1
29.6853,-98.6866,120201,HELOTES 2,HELOTES 2 1,South Central,69,1.01997,70.378,-2.44,7.3,0.3,,,,0,0,6,1
29.7562,-98.6195,120202,BOERNE 9,BOERNE 9 1,South Central,69,1.02483,70.713,-1.97,2.94,1.05,,,,0,0,6,1
29.6858,-98.6454,120203,HELOTES 3,HELOTES 3 1,South Central,69,1.02193,70.513,-2.21,17.3,2.56,,,14.31,0,0,6,1
29.6279,-98.7069,120204,HELOTES 4,HELOTES 4 1,South Central,69,1.01862,70.285,-2.66,2.56,0.6,,,,0,0,6,1
29.6426,-98.6206,120205,HELOTES 5,HELOTES 5 1,South Central,138,1.01072,139.48,-0.09,,,,,,0,0,6,1
29.6426,-98.6206,120206,HELOTES 5,HELOTES 5 2,South Central,69,1.01381,69.953,-2.03,16.9,3.09,,,,0,0,6,1
29.6426,-98.6206,120207,HELOTES 5,HELOTES 5 3,South Central,13.8,1.01212,13.967,-0.94,,,,,,0,0,6,1
29.6426,-98.6206,120208,HELOTES 5,HELOTES 5 4,South Central,1,1.01212,1.012,-0.94,,,,,,0,0,6,1
29.6275,-98.6576,120209,HELOTES 6,HELOTES 6 1,South Central,69,1.01338,69.923,-2.45,8.9,2.26,,,,0,0,6,1
29.6406,-98.7751,120210,HELOTES 7,HELOTES 7 1,South Central,69,1.02047,70.412,-0.37,1.26,0.15,,,,0,0,6,1
29.7249,-98.6546,120211,BOERNE 10,BOERNE 10 1,South Central,138,1.01979,140.73,1.87,,,,,,0,0,6,1
29.7249,-98.6546,120212,BOERNE 10,BOERNE 10 2,South Central,69,1.02285,70.577,-1.13,21.2,5.7,,,,0,0,6,1
29.2531,-98.4933,120213,ELMENDORF 2,ELMENDORF 2 1,South Central,69,1.02574,70.776,3.25,6.2,2.26,,,,0,0,6,1
29.2529,-98.4276,120214,ELMENDORF 3,ELMENDORF 3 1,South Central,69,1.02906,71.005,3.31,7.6,2.41,,,,0,0,6,1
29.2492,-98.3364,120215,ELMENDORF 4,ELMENDORF 4 1,South Central,69,1.02517,70.737,2.46,6.1,0.68,,,,0,0,6,1
29.1839,-98.4115,120216,ELMENDORF 5,ELMENDORF 5 1,South Central,69,1.02396,70.653,3.08,8.4,2.26,,,,0,0,6,1
29.1629,-98.4646,120217,LEMING 5,LEMING 5 1,South Central,69,1.02255,70.556,3.05,8,2.71,,,,0,0,6,1
29.2006,-98.4907,120218,ELMENDORF 6,ELMENDORF 6 1,South Central,69,1.02378,70.641,3.18,5.1,0.9,,,,0,0,6,1
29.2151,-98.6278,120219,VON ORMY 1,VON ORMY 1 1,South Central,69,1.03628,71.503,-1.3,6.7,2.03,,,,0,0,6,1
29.2676,-98.4759,120220,ELMENDORF 7,ELMENDORF 7 1,South Central,69,1.02589,70.786,3.06,0.43,0.04,,,,0,0,6,1
29.2158,-98.5777,120221,VON ORMY 2,VON ORMY 2 1,South Central,69,1.04833,72.335,-1.95,11.1,1.2,,,27.48,0,0,6,1
29.2563,-98.5392,120222,VON ORMY 3,VON ORMY 3 1,South Central,138,1.02695,141.719,5.46,,,,,,0,0,6,1
29.2563,-98.5392,120223,VON ORMY 3,VON ORMY 3 2,South Central,69,1.0265,70.828,3.51,46.9,11.63,,,,0,0,6,1
29.2756,-98.5332,120224,VON ORMY 4,VON ORMY 4 1,South Central,69,1.02502,70.726,3.02,10.41,2.63,,,,0,0,6,1
29.5944,-98.3987,120225,UNIVERSAL CITY 1,UNIVERSAL CITY 1 1,South Central,69,0.99792,68.856,-1.89,26.9,7.3,,,,0,0,6,1
29.5219,-98.4446,120226,SAN ANTONIO 1,SAN ANTONIO 1 1,South Central,69,1.00754,69.521,-0.93,28.8,3.89,,,,0,0,6,1
29.5471,-98.4075,120227,UNIVERSAL CITY 2,UNIVERSAL CITY 2 1,South Central,138,1.00698,138.963,0,,,,,,0,0,6,1
29.5471,-98.4075,120228,UNIVERSAL CITY 2,UNIVERSAL CITY 2 2,South Central,69,0.99852,68.898,-2.36,31,8.6,,,,0,0,6,1
29.5261,-98.4067,120229,UNIVERSAL CITY 3,UNIVERSAL CITY 3 1,South Central,69,0.99454,68.623,-2.36,20.8,12.99,,,,0,0,6,1
29.5901,-98.4461,120230,SAN ANTONIO 2,SAN ANTONIO 2 1,South Central,69,1.00497,69.343,-2.65,23.6,5.1,,,,0,0,6,1
29.559,-98.468,120231,SAN ANTONIO 3,SAN ANTONIO 3 1,South Central,69,1.00505,69.349,-1.92,19.9,6,,,,0,0,6,1
29.5049,-98.4484,120232,SAN ANTONIO 4,SAN ANTONIO 4 1,South Central,69,1.00992,69.685,-0.68,18.1,1.65,,,,0,0,6,1
29.5731,-98.4254,120233,UNIVERSAL CITY 4,UNIVERSAL CITY 4 1,South Central,69,0.99907,68.936,-2.64,30.9,10.2,,,,0,0,6,1
29.5826,-98.3779,120234,UNIVERSAL CITY 5,UNIVERSAL CITY 5 1,South Central,69,0.99922,68.946,-1.9,26.2,8.8,,,,0,0,6,1
29.5703,-98.3658,120235,UNIVERSAL CITY 6,UNIVERSAL CITY 6 1,South Central,138,1.00811,139.119,1.56,,,,,,0,0,6,1
29.5703,-98.3658,120236,UNIVERSAL CITY 6,UNIVERSAL CITY 6 2,South Central,69,1.00663,69.457,-1.44,21.7,7.6,,,,0,0,6,1
29.5592,-98.4063,120237,UNIVERSAL CITY 7,UNIVERSAL CITY 7 1,South Central,69,0.99766,68.839,-2.5,24.9,7.4,,,,0,0,6,1
29.5579,-98.3626,120238,UNIVERSAL CITY 8,UNIVERSAL CITY 8 1,South Central,69,1.01097,69.757,-1.67,16,5.3,,,,0,0,6,1
29.5783,-98.4657,120239,SAN ANTONIO 5,SAN ANTONIO 5 1,South Central,138,1.00795,139.098,0.25,61.9,40.7,,,,0,0,6,1
29.5783,-98.4657,120240,SAN ANTONIO 5,SAN ANTONIO 5 2,South Central,69,1.00939,69.648,-2.02,25,5.9,,,,0,0,6,1
29.5055,-98.4573,120241,SAN ANTONIO 6,SAN ANTONIO 6 1,South Central,138,1.01535,140.119,1.89,,,,,,0,0,6,1
29.5055,-98.4573,120242,SAN ANTONIO 6,SAN ANTONIO 6 2,South Central,69,1.00922,69.636,-0.66,16.8,5.8,,,,0,0,6,1
29.5229,-98.4136,120243,UNIVERSAL CITY 9,UNIVERSAL CITY 9 1,South Central,69,0.99497,68.653,-2.3,16.2,4.07,,,,0,0,6,1
29.3067,-98.7604,120244,ATASCOSA 1,ATASCOSA 1 1,South Central,69,1.01757,70.212,1.14,6.1,0.15,,,,0,0,6,1
29.4331,-98.6792,120245,LACKLAND A F B 1,LACKLAND A F B 1 1,South Central,138,1.02122,140.928,4.24,,,,,,0,0,6,1
29.4331,-98.6792,120246,LACKLAND A F B 1,LACKLAND A F B 1 2,South Central,69,1.01358,69.937,1.55,38.1,10,,,,0,0,6,1
29.4266,-98.6443,120247,LACKLAND A F B 2,LACKLAND A F B 2 1,South Central,69,1.00864,69.596,0.95,29.8,9.6,,,,0,0,6,1
29.4387,-98.7522,120248,RIO MEDINA 3,RIO MEDINA 3 1,South Central,138,1.01897,140.618,4.25,81.4,29.2,,,,0,0,6,1
29.4387,-98.7522,120249,RIO MEDINA 3,RIO MEDINA 3 2,South Central,69,1.01706,70.177,1.65,32.6,10,,,,0,0,6,1
29.2859,-98.7281,120250,ATASCOSA 2,ATASCOSA 2 1,South Central,69,1.01773,70.224,0.76,5.7,1.5,,,,0,0,6,1
29.4326,-98.6943,120251,LACKLAND A F B 3,LACKLAND A F B 3 1,South Central,69,1.01269,69.876,1.4,29.8,9.5,,,,0,0,6,1
29.4007,-98.7038,120252,LACKLAND A F B 4,LACKLAND A F B 4 1,South Central,138,1.01933,140.668,3.95,,,,,,0,0,6,1
29.4007,-98.7038,120253,LACKLAND A F B 4,LACKLAND A F B 4 2,South Central,69,1.01763,70.216,1.55,39.7,8,,,,0,0,6,1
29.3727,-98.6326,120254,LACKLAND A F B 5,LACKLAND A F B 5 1,South Central,69,1.01973,70.361,1.34,5.7,1.28,,,,0,0,6,1
29.2846,-98.6936,120255,ATASCOSA 3,ATASCOSA 3 1,South Central,69,1.01908,70.317,0.31,10.8,2.34,,,,0,0,6,1
29.2436,-98.6886,120256,SOMERSET 2,SOMERSET 2 1,South Central,69,1.02377,70.64,-0.31,4.25,1.28,,,,0,0,6,1
29.4019,-98.7516,120257,ATASCOSA 4,ATASCOSA 4 1,South Central,69,1.01506,70.039,1.53,2.64,0.22,,,,0,0,6,1
29.4112,-98.6394,120258,LACKLAND A F B 6,LACKLAND A F B 6 1,South Central,138,1.02258,141.117,3.63,,,,,,0,0,6,1
29.4112,-98.6394,120259,LACKLAND A F B 6,LACKLAND A F B 6 2,South Central,69,1.02296,70.585,1.58,57.7,12,,,,0,0,6,1
29.3715,-98.6345,120260,LACKLAND A F B 7,LACKLAND A F B 7 1,South Central,138,1.02622,141.618,3.71,,,,,,0,0,6,1
29.3715,-98.6345,120261,LACKLAND A F B 7,LACKLAND A F B 7 2,South Central,69,1.02,70.38,1.37,28,2.64,,,,0,0,6,1
29.4736,-98.5375,120262,SAN ANTONIO 7,SAN ANTONIO 7 1,South Central,69,1.01113,69.768,-0.83,24.9,3.01,,,,0,0,6,1
29.4354,-98.4991,120263,SAN ANTONIO 8,SAN ANTONIO 8 1,South Central,69,1.01659,70.145,-0.28,24.6,4.25,,,,0,0,6,1
29.4248,-98.5138,120264,SAN ANTONIO 9,SAN ANTONIO 9 1,South Central,69,1.01198,69.827,0.58,24.5,2.64,,,,0,0,6,1
29.4363,-98.5638,120265,SAN ANTONIO 10,SAN ANTONIO 10 1,South Central,69,1.02319,70.6,-1.33,25.5,9,,,,0,0,6,1
29.4797,-98.5202,120266,SAN ANTONIO 11,SAN ANTONIO 11 1,South Central,69,1.01144,69.79,-1.03,24.1,7.4,,,,0,0,6,1
29.4514,-98.4955,120267,SAN ANTONIO 12,SAN ANTONIO 12 1,South Central,69,1.01383,69.955,-0.39,29,3.89,,,,0,0,6,1
29.4329,-98.5287,120268,SAN ANTONIO 13,SAN ANTONIO 13 1,South Central,138,1.01733,140.391,2.8,,,,,,0,0,6,1
29.4329,-98.5287,120269,SAN ANTONIO 13,SAN ANTONIO 13 2,South Central,69,1.01447,69.998,0.74,24.3,5.2,,,,0,0,6,1
29.4576,-98.4638,120270,SAN ANTONIO 14,SAN ANTONIO 14 1,South Central,69,1.01331,69.919,-0.11,14.4,1.73,,,,0,0,6,1
29.4975,-98.572,120271,SAN ANTONIO 15,SAN ANTONIO 15 1,South Central,69,1.01062,69.733,-1.69,28.5,5.3,,,,0,0,6,1
29.4764,-98.5828,120272,SAN ANTONIO 16,SAN ANTONIO 16 1,South Central,69,1.01541,70.064,-1.45,26.2,4.42,,,,0,0,6,1
29.4276,-98.5813,120273,LACKLAND A F B 8,LACKLAND A F B 8 1,South Central,69,1.0293,71.022,-1.5,20.4,5.5,,,75.22,0,0,6,1
29.4572,-98.5314,120274,SAN ANTONIO 17,SAN ANTONIO 17 1,South Central,69,1.01255,69.866,-0.24,23.4,2.79,,,,0,0,6,1
29.4695,-98.4974,120275,SAN ANTONIO 18,SAN ANTONIO 18 1,South Central,138,1.01606,140.216,2.46,,,,,,0,0,6,1
29.4695,-98.4974,120276,SAN ANTONIO 18,SAN ANTONIO 18 2,South Central,69,1.01349,69.931,-0.18,28.8,7.3,,,,0,0,6,1
29.4978,-98.535,120277,SAN ANTONIO 19,SAN ANTONIO 19 1,South Central,138,1.02325,141.209,-0.89,,,,,,0,0,6,1
29.4978,-98.535,120278,SAN ANTONIO 19,SAN ANTONIO 19 2,South Central,69,1.01367,69.943,-1.11,29.2,6.5,,,,0,0,6,1
29.4563,-98.5971,120279,LACKLAND A F B 9,LACKLAND A F B 9 1,South Central,138,1.02631,141.63,0.82,,,,,,0,0,6,1
29.4563,-98.5971,120280,LACKLAND A F B 9,LACKLAND A F B 9 2,South Central,69,1.02276,70.571,-0.85,30.3,1.05,,,,0,0,6,1
29.4641,-98.5639,120281,SAN ANTONIO 20,SAN ANTONIO 20 1,South Central,69,1.02087,70.44,-1.44,22.9,0.83,,,,0,0,6,1
29.5052,-98.4889,120282,SAN ANTONIO 21,SAN ANTONIO 21 1,South Central,69,1.00311,69.215,-1.35,25.1,8.8,,,,0,0,6,1
29.485,-98.4614,120283,SAN ANTONIO 22,SAN ANTONIO 22 1,South Central,69,1.00915,69.631,-0.56,29.4,5.3,,,,0,0,6,1
29.445,-98.5472,120284,SAN ANTONIO 23,SAN ANTONIO 23 1,South Central,69,1.0115,69.794,0.67,14.9,1.88,,,,0,0,6,1
29.4991,-98.511,120285,SAN ANTONIO 24,SAN ANTONIO 24 1,South Central,69,1.00056,69.039,-1.49,27.6,9.8,,,,0,0,6,1
29.4198,-98.5395,120286,SAN ANTONIO 25,SAN ANTONIO 25 1,South Central,69,1.03034,71.094,1.03,12.5,3.98,,,23.89,0,0,6,1
29.4293,-98.4832,120287,SAN ANTONIO 26,SAN ANTONIO 26 1,South Central,138,1.01877,140.59,3.21,,,,,,0,0,6,1
29.4293,-98.4832,120288,SAN ANTONIO 26,SAN ANTONIO 26 2,South Central,69,1.01593,70.099,0.13,24.4,6.6,,,,0,0,6,1
29.8031,-98.415,120289,BULVERDE 1,BULVERDE 1 1,South Central,138,1.02099,140.897,-0.36,,,,,,0,0,6,1
29.8031,-98.415,120290,BULVERDE 1,BULVERDE 1 2,South Central,69,1.018,70.242,-1.96,18.8,5,,,,0,0,6,1
29.8156,-98.3548,120291,SPRING BRANCH 1,SPRING BRANCH 1 1,South Central,69,1.0149,70.028,-2.38,10.6,3.61,,,,0,0,6,1
29.8967,-98.4206,120292,SPRING BRANCH 2,SPRING BRANCH 2 1,South Central,138,1.02069,140.855,-0.98,,,,,,0,0,6,1
29.8967,-98.4206,120293,SPRING BRANCH 2,SPRING BRANCH 2 2,South Central,69,1.0226,70.559,-1.96,5.1,0.6,,,,0,0,6,1
29.8455,-98.4234,120294,SPRING BRANCH 3,SPRING BRANCH 3 1,South Central,69,1.01761,70.215,-2.13,6.1,1.5,,,,0,0,6,1
29.7522,-98.3804,120295,BULVERDE 2,BULVERDE 2 1,South Central,69,1.01514,70.045,-2.56,8.8,1.58,,,,0,0,6,1
29.747,-98.3065,120296,BULVERDE 3,BULVERDE 3 1,South Central,69,1.01523,70.051,-2.75,1.27,0.45,,,,0,0,6,1
29.7819,-98.516,120297,BULVERDE 4,BULVERDE 4 1,South Central,69,1.02068,70.427,-1.64,3.89,0.38,,,,0,0,6,1
29.7722,-98.4587,120298,BULVERDE 5,BULVERDE 5 1,South Central,69,1.0169,70.166,-2.08,15,1.65,,,,0,0,6,1
29.8928,-98.4586,120299,SPRING BRANCH 4,SPRING BRANCH 4 1,South Central,69,1.0219,70.511,-1.9,1.88,0.3,,,,0,0,6,1
29.5741,-98.6912,120300,HELOTES 8,HELOTES 8 1,South Central,69,1.01826,70.26,-2.76,12.1,3.31,,,,0,0,6,1
29.4894,-98.7156,120301,HELOTES 9,HELOTES 9 1,South Central,69,1.01402,69.967,0.58,28.8,4.33,,,,0,0,6,1
29.5047,-98.7561,120302,RIO MEDINA 4,RIO MEDINA 4 1,South Central,138,1.02349,141.242,1.68,,,,,,0,0,6,1
29.5047,-98.7561,120303,RIO MEDINA 4,RIO MEDINA 4 2,South Central,69,1.0203,70.401,0.61,9.9,2.56,,,,0,0,6,1
29.5549,-98.6348,120304,HELOTES 10,HELOTES 10 1,South Central,69,1.0229,70.58,-2.97,13.3,3.61,,,,0,0,6,1
29.5162,-98.602,120305,SAN ANTONIO 27,SAN ANTONIO 27 1,South Central,69,1.00444,69.307,-1.75,17.2,2.94,,,,0,0,6,1
29.4946,-98.6436,120306,LACKLAND A F B 10,LACKLAND A F B 10 1,South Central,69,1.01066,69.736,-0.95,18.1,1.13,,,,0,0,6,1
